order_id;cluster;filial;origem_registo;dist_km;peso_kg;valor_mercadoria;n_itens;lead_dias;valor_frete;atraso_honesto;qa_flags_total;pc1;pc2
ba0c31bce46860bc1f8929c262bbc0eb;4;SP;>1000;22.658522138882127;1.0;59.99;1.0;1.757;11.73;False;0;-1.5942;-1.4335
8b5525f36b49822ea7c5f37ffc94b66d;4;SP;1-10 pedidos;20.635810276880754;0.2;14.3;1.0;4.436;7.39;False;1;-2.7776;-0.4765
bd44e878bbfdde29ea540a99068c888c;1;SP;1-10 pedidos;350.9583478612595;1.2;218.0;1.0;22.625;15.7;True;0;1.027;0.33
ffa39020fe7c8a3e907320e1bec4b985;0;SP;>1000;848.345149735554;0.4;56.99;1.0;21.088;14.15;False;0;0.0302;1.3863
a749acbc328952e55d87733a869f2817;3;SP;11-100;430.9964544111691;0.7;236.0;4.0;14.241;51.0;False;1;1.4188;-1.5638
9633aa23810f64d3bec8f43b7778befa;0;SP;11-100;548.6236479251676;1.117;105.9;1.0;11.227;17.99;False;0;0.171;0.1593
0c22166d9f7e5761e397affa5af438c7;1;SP;11-100;2181.540028137638;1.4;90.0;1.0;21.709;26.89;False;0;1.0325;1.3447
ec4e8ed85c9970f388bee1ee69bb2ebd;0;SP;101-1000;849.098944888268;0.1;15.0;1.0;9.628;15.1;False;0;-1.4818;1.3694
430d109ed8e86fd6925c000c40c2570c;2;PR;101-1000;339.2133172217208;2.438;159.9;1.0;6.346;20.61;False;0;0.4377;-0.7471
9eef6fbd3c1570d54a395d4776cc233c;3;SP;101-1000;413.0079040898038;0.6;179.7;3.0;14.269;48.54;False;1;0.9831;-1.0496
24caac929f6281eb55ab38103cd821fa;0;SP;>1000;293.5458885998122;1.55;99.0;1.0;12.024;13.71;False;0;0.113;-0.1209
ac8a4565529310518da7406ddf01f8e8;0;SP;101-1000;1333.786758605195;2.7;21.9;1.0;12.956;16.11;False;0;-0.0691;0.9692
233e61a3a3fbc1ea5c7349fa68eab1bb;0;RJ;101-1000;1886.862802237713;0.6;149.99;1.0;9.009;21.85;False;0;0.4613;0.5421
e4406088398131aed8c21c5a4ec3442b;0;SP;>1000;288.4469643539204;1.383;89.9;1.0;7.203;13.65;False;1;-0.2147;-0.3367
fab5dff71a23a54ed252a564cbfd4826;2;SP;>1000;489.7106091646374;2.4;229.99;1.0;14.019;21.1;False;0;1.1086;-0.2882
4f25074c14f57fb1a98808c9a2f820df;0;RS;11-100;802.3421324041794;0.3;329.0;1.0;10.988;16.05;False;0;0.6424;0.0927
66d4f650ce4c149081143ab7444a2e3d;2;SP;101-1000;1480.8679773835524;20.25;907.9;1.0;12.028;83.65;False;0;3.5997;-1.4715
50568bd6b8c21862f6cc983ca30c6322;0;PR;11-100;355.5712733958978;1.2;129.99;1.0;13.442;17.16;False;0;0.2975;0.0073
e7ae3271e5b38526b2bfdfb2d7695689;1;SP;101-1000;912.6095134295074;0.175;75.5;1.0;37.332;15.28;True;0;0.8106;2.3485
d1a0874a41563f4f1cb865d11acec8e2;0;SP;>1000;473.1248419394908;2.6;69.9;1.0;8.104;0.0;False;1;0.1184;-0.1937
d648e16f2e2cac38e91f384853b90e39;4;SP;101-1000;82.62882112462866;0.125;12.25;1.0;10.259;7.39;False;0;-2.2574;0.5161
40bf8d4d61d22711253ecc21d0a2e442;3;SP;11-100;269.38218113092773;0.85;99.8;2.0;6.822;34.18;False;1;-0.0027;-1.0
2d61f270bc350937faeb8bdcbe4cd192;0;SP;101-1000;356.61341319676825;0.2;12.9;1.0;17.03;14.1;False;0;-1.4457;1.4598
01dbd2da9b685e6d444416f7825d0931;0;SP;101-1000;914.9764047519227;0.2;33.6;1.0;15.981;15.1;False;0;-0.6185;1.4105
56164bd72d001922782e91e3d76813ba;0;SP;101-1000;279.3607757761653;0.8;50.9;1.0;17.145;13.38;False;0;-0.3609;0.6118
7585d4e21b02da91dd6b9dae232f96f8;0;PR;11-100;359.52348921885476;0.75;64.9;1.0;5.726;15.21;False;0;-0.6502;-0.0391
a8f53fb2d23aa53494da639eaed2c172;2;SP;101-1000;862.7260865428135;12.05;59.99;1.0;8.047;44.41;False;0;1.1541;-0.561
78abeb504c36f94f1d1072b77076358c;2;MG;101-1000;503.51009462281;3.55;199.9;1.0;12.212;15.13;False;0;1.1639;-0.4778
1758ad531fb74f63e2ce97f1791a1325;2;ES;101-1000;1187.4330051579714;9.0;89.0;1.0;7.172;54.89;False;0;1.2662;-0.5018
a7e1fc9c679ba035ffc78b021f142edb;0;SP;101-1000;1489.4112959143522;2.3;114.9;1.0;11.132;27.75;False;0;0.8486;0.2997
602a6242ac1fe2355d3e0ae1d53bf538;4;PR;11-100;90.80643394574558;0.45;100.0;1.0;7.569;13.82;False;1;-0.8446;-0.5723
b1fc0948d3c1bb44de3612845c3f068f;2;MG;101-1000;947.7478151091842;4.325;139.9;1.0;24.718;34.18;False;0;1.7871;0.5813
cd09c24e7f20280427dd7bf69a9d21db;2;SP;11-100;459.62858293273814;11.45;1240.0;1.0;3.921;102.63;False;0;2.699;-2.2785
55966b3807b78c9c7eaf6a2c0c820abe;1;RS;101-1000;367.2013100659534;1.95;199.0;1.0;25.988;17.64;False;0;1.3463;0.4303
de66a309a3d6c4b34157f77edddc248e;4;SP;1-10 pedidos;70.8320749978799;0.267;46.2;1.0;3.98;8.27;False;0;-1.6673;-0.5007
e1df06d2e0fcfed2ec12f002d54da4f0;1;PR;11-100;778.2817822134797;1.25;77.9;1.0;25.011;23.13;False;0;0.7266;1.2065
766e7d95f42217e02fa7c85a8c97a862;0;SP;101-1000;2476.742912700598;0.4;39.0;1.0;12.355;19.18;False;0;-0.2692;1.4675
9d9d06f2b18d6a0dbf941721131b65eb;4;SP;101-1000;67.85164408962379;0.1;29.99;1.0;4.444;7.87;False;0;-2.0368;-0.2438
009742b43f4530bc3db7f62332c50f4b;1;SP;101-1000;306.6375208087487;0.548;133.74;1.0;43.143;12.44;True;0;1.3074;1.864
3cb5915708fd5b47246994508f858ffd;3;SP;>1000;765.5117134431047;1.75;479.2;8.0;20.171;141.36;False;1;3.2003;-2.5396
1e62cc7c75b9ab770d8ade06089fed44;4;RJ;11-100;89.95889712234235;0.6;24.99;1.0;9.249;13.23;False;0;-1.5792;0.0299
9a5e801a0c51ede9c94e91758554d57d;0;SP;>1000;430.5128745409845;1.5;59.9;1.0;12.567;13.44;False;0;-0.0839;0.283
a07355f9fa72ba9605c5e87a93ceac0c;0;SP;>1000;874.7894471226781;1.55;59.9;1.0;18.292;17.67;False;0;0.3937;0.901
931ca162115da049cd8d7872b3667163;0;SP;11-100;383.30912517508125;0.875;68.0;1.0;5.503;14.06;False;1;-0.5598;-0.0809
b8d8f5e99979f7cbf541344ae12c8cf4;0;SC;11-100;2784.979142176563;0.593;527.9;1.0;16.835;63.98;False;0;1.7278;0.6487
4bb23abf0ff6b2a50e22e54a9021be4b;4;SP;101-1000;11.819241155331031;0.1;19.99;1.0;2.179;7.78;False;0;-2.8936;-0.9097
935d6aae386503723d2adea444ebc781;0;SP;101-1000;772.2458503639751;0.125;12.47;1.0;16.696;18.23;False;0;-1.2964;1.8048
6ac111f174eb8463de511ce4db97158c;3;PR;101-1000;399.6748553501636;0.3;93.8;2.0;15.246;30.2;False;1;0.1821;-0.133
fcb5deccd553af305b15fb061d320647;0;PR;101-1000;1356.1301941899012;0.15;18.9;1.0;9.645;25.63;False;0;-1.1662;1.4502
3198a007090c3a630beb0fe82d14a0c6;0;SP;101-1000;853.219060834636;0.2;16.99;1.0;7.717;15.1;False;0;-1.4234;1.1653
c66e710fc8f55a69556bf33b68b19843;0;SP;101-1000;392.445679221469;0.363;154.91;1.0;17.894;16.18;False;0;0.2791;0.4881
60874d0fd7a75eaf6c27923285596b50;2;SP;11-100;421.468366535814;2.1;217.9;1.0;10.812;16.28;False;0;0.8203;-0.468
0250c3964e5ca77ecac2db28d78aa89f;0;SP;101-1000;863.4316104969037;0.15;36.2;1.0;10.118;18.35;False;0;-0.8766;1.0345
893586a39118c946cd346581dd2d2d6b;0;SP;>1000;880.7062809276292;0.25;78.0;1.0;15.031;15.65;True;0;-0.1071;0.9777
45ea2b89437b64de2c57f6651d35f451;0;MG;101-1000;348.0015393278822;0.2;24.9;1.0;11.206;15.27;False;0;-1.3047;0.8512
1bb50def8a9e13b440ff996070fda0e9;0;PR;11-100;524.3968197176586;1.0;199.9;1.0;6.269;18.65;False;0;0.307;-0.3806
b528b4a581aba8b0eb2a05d891708827;1;SP;11-100;1034.973004267761;0.418;67.9;1.0;27.044;15.23;False;0;0.471;1.7406
9b020e5824739b6431c878d26e85143a;2;SP;>1000;791.4891490783974;8.55;79.0;1.0;15.335;17.8;False;0;1.3903;-0.1167
34b5c4f2b088c66075f85fc2291cfa06;3;SP;101-1000;303.45475406975294;2.3;286.54999999999995;3.0;9.663;29.450000000000003;False;1;1.527;-2.0168
92a5191ba977547e2cd844d5140c63f1;2;MG;11-100;126.14052264086561;10.05;192.9;2.0;6.068;40.93;False;0;1.4861;-2.5592
da85428cfb68160e03c36d5555452e04;2;SC;11-100;558.2819024904934;14.733;1558.0;1.0;17.971;114.08;False;0;3.692;-1.589
ffdc79897a2df4181a299b803765f0cc;0;SP;101-1000;384.82659705277405;0.8;45.9;1.0;12.587;16.11;False;0;-0.5294;0.5173
728b33a8cc080976c038c26fefaf9492;0;SP;101-1000;302.822376671966;0.85;69.99;1.0;12.16;11.99;False;0;-0.3314;0.2087
592d00942a47033fc878f73feef041bb;0;SP;101-1000;1415.6931565878933;0.05;40.0;1.0;17.618;16.79;False;0;-0.405;1.6865
7745b3769c43d19a0f8da5e8207208ac;4;SP;1-10 pedidos;17.199227041756288;1.0;69.0;1.0;6.215;11.73;False;0;-1.3894;-1.3364
a0718048b8aff866bc9372ef2e3c961e;0;PE;101-1000;1833.3091640688003;0.533;149.9;1.0;10.766;21.1;False;0;0.4972;0.6561
fb0c01b2efee313f5231a89c4a55e498;0;SP;>1000;516.7739830478246;0.584;149.0;1.0;19.275;21.53;False;0;0.5085;0.6199
58f608b30531278060213cc7926bc6f5;4;SP;>1000;11.14792966519661;0.3;29.99;1.0;7.254;7.47;False;0;-2.3123;-0.8814
8058726bc1a6746aa072dcb918898328;0;SP;1-10 pedidos;831.5169096943761;1.0;69.0;1.0;14.312;16.73;False;0;0.1146;0.7159
b5354d8d292a97bc23838762d5c4bcc6;0;SP;>1000;371.7830538427934;0.2;145.0;1.0;7.44;15.89;False;0;-0.3305;-0.0548
e97b95303d6054c4c492d83dcd06ac20;4;SP;101-1000;11.766139831388413;2.15;30.0;2.0;4.173;26.16;False;1;-1.4052;-2.2074
ec26e3896015c5472a0693f7b2b3895f;4;SP;101-1000;58.08897548078069;0.3;98.9;1.0;2.966;12.19;False;0;-1.2662;-0.9629
01b06b4d63c340902dbe3d9f8b2fe821;3;SP;11-100;250.85237266117073;0.15;169.8;2.0;4.41;26.06;False;1;-0.1408;-1.1396
ae103e0dfaa3fc6e8b8c9cf179c7a94d;0;SP;101-1000;663.598387493508;2.067;109.0;1.0;6.068;27.06;False;0;0.2964;-0.2711
9e030aea512610ba4c528627b9bcf376;0;SP;101-1000;296.94089034505936;1.5;159.0;1.0;12.035;14.13;False;0;0.4063;-0.2986
ea11e787b7c89e4884a0fa8fb65be3fb;0;SP;101-1000;492.4320433485665;0.15;9.5;1.0;13.889;14.1;False;0;-1.699;1.5456
f54d7a7d7d2b4f925572eb66bed8e52c;2;SP;101-1000;233.60861785325133;4.338;155.55;1.0;8.83;13.53;False;0;0.7429;-0.9731
2310c19df1dd534203e1e41de8afc428;0;MG;1-10 pedidos;384.9702649019291;1.1;199.9;1.0;8.177;17.16;False;0;0.3337;-0.4212
505cb622926ab5187cf06b104414215a;0;RS;101-1000;687.8448545865759;0.517;75.0;1.0;11.174;16.29;False;0;-0.2312;0.564
f0a01b4f222cc1649a2e296b9efa16f1;0;MG;11-100;504.0113064160369;0.2;49.8;1.0;14.002;14.52;False;0;-0.6356;0.8906
481db18f6c7959ca02c1e84e70e78264;0;SP;>1000;363.50951162703967;1.2;89.99;1.0;13.896;18.21;False;0;0.0883;0.1931
1cfd0a0c01505644e6aa1e3c590adcb0;4;SP;1-10 pedidos;13.661288319007628;0.25;139.9;1.0;3.195;8.72;False;0;-1.4823;-1.6453
888c01bfd57017617508bd53797100ed;0;SP;>1000;2381.0926956335707;0.2;49.0;1.0;19.02;19.04;False;0;0.04;1.8316
9259e3d95a99a224c782530615463368;0;SP;11-100;720.6756019636073;0.18;21.33;1.0;13.079;15.1;False;0;-1.1127;1.3307
122e2899f5b25c99d52cece91999b676;0;SP;101-1000;952.2782591055347;0.5;48.9;1.0;13.986;17.92;False;1;-0.2912;1.0423
1db6b3e51590f33eb7c5f063687a8f2d;2;MG;11-100;237.3806402665017;9.95;129.0;1.0;9.842;25.74;False;0;1.2046;-1.2062
3126b9be3d5939e25084a4d9661652e9;0;SP;>1000;364.4416551737248;1.5;69.0;1.0;12.659;23.06;False;0;-0.0398;0.1626
00f8fc0cb9d9b7813f1f54fbd75426f1;2;PR;1-10 pedidos;167.9222157718086;1.95;149.0;1.0;10.595;14.77;False;0;0.2536;-0.6772
1cdc67161aa715aed86ab60be5ca8fef;4;SP;>1000;115.08254770477005;1.5;119.9;1.0;6.778;18.0;False;0;-0.2882;-0.8809
c4d4442c9ecafb0e6611333eeefab2d5;2;RJ;101-1000;299.8350410201553;5.446;219.9;1.0;5.375;19.42;False;0;1.0295;-1.314
c945c6439d4fdc157441d7708ce0da9b;4;SP;>1000;20.965980123829723;0.05;39.99;1.0;10.23;19.95;False;0;-1.9816;-0.4657
9879baaf933b4e1db31859e7118586b8;0;PR;101-1000;198.74153707730727;0.15;14.9;1.0;10.804;12.48;False;0;-1.8374;0.8206
4e3c3f047dac33194b742b0627d04610;0;SP;101-1000;880.6720389663155;0.85;129.0;1.0;13.482;17.18;False;0;0.4383;0.4767
c5f9e30c93b97be929f41b676e11023b;1;SC;1-10 pedidos;2649.752482261776;0.3;24.99;1.0;29.78;24.84;False;0;0.178;2.7356
2ec585cc6e3630ad3ad3734da342e94e;4;SP;>1000;132.07246133606495;0.3;29.99;1.0;4.367;11.85;False;0;-1.718;-0.064
85111915ffa25daca9d9ebd027aca85b;4;SP;11-100;15.723057994188904;0.2;57.39;1.0;4.123;9.34;False;0;-2.0024;-1.1525
794aed17c07925f8c6138132f58bacb0;0;SP;>1000;521.2835768869476;0.584;159.9;1.0;12.994;15.87;False;0;0.2822;0.2255
559d606ac642899e44550f194fec7e08;1;SP;101-1000;244.00320270183053;0.6;249.0;1.0;22.149;13.24;False;0;0.7467;0.2647
7941d209e6cbcf0948afb5692536bb7c;0;GO;1-10 pedidos;773.3283914322944;0.95;86.25;1.0;7.403;23.75;False;0;-0.0851;0.2025
af0035821f5e16644b287cbe0f6a92a9;0;PR;101-1000;551.6032137478069;0.167;85.0;1.0;12.102;12.72;False;0;-0.3716;0.6139
95a0819142cb868109a4b84a410098f8;0;SP;101-1000;351.10668610703306;1.3;49.9;1.0;8.246;12.69;False;0;-0.5117;0.0627
e05824bce3b3c69a0632e8e75b1a7e9f;0;SP;101-1000;348.1429708987488;0.15;13.65;1.0;18.109;15.23;False;0;-1.4034;1.5139
bd1a75149b4f3c4c2810386211835917;0;MG;101-1000;306.3010364288267;0.25;31.9;1.0;15.277;12.48;False;1;-0.9802;0.9182
05918cf24658c4ee3a67a684684305d3;2;MG;11-100;1701.41020353132;5.2;259.9;1.0;27.979;68.74;False;0;2.6168;0.6809
953b30be6cd0f69c4339736550b2dc1c;0;PR;101-1000;637.7613254195868;0.1;29.9;1.0;9.301;18.23;False;0;-1.1563;0.9614
1223c56f3b550439e13b563ac0ae0d98;1;SP;>1000;813.4177657621713;1.2;99.99;1.0;32.093;17.95;True;0;1.1921;1.551
be18a0f2c441f267ba796a97930c98c8;0;SP;>1000;315.1199003119716;1.05;69.99;1.0;6.341;16.74;False;0;-0.4974;-0.1705
1ad2e5e9d162ef3b6c99d6e19f589212;0;SP;11-100;2141.1218554788766;0.26;105.0;1.0;16.606;21.18;False;0;0.4249;1.3112
789a3ab8255ec03e8e36907cf6d688b7;2;SC;101-1000;302.6618998255851;8.35;134.9;1.0;7.901;21.43;False;0;1.1042;-1.1562
fbfa10bf164dfe834823b4a02cd0ae1c;2;MG;101-1000;712.6090429260394;6.55;149.99;1.0;17.971;23.85;False;0;1.7105;-0.1436
9382670144e0f9cc51d3a834f9bfa1c3;0;GO;11-100;952.9354039779772;0.224;117.79;1.0;19.076;17.26;False;0;0.3415;1.091
955c8fbc85ca2cbd9a0cfe283624c915;2;SP;>1000;728.5871347606467;8.95;140.9;1.0;23.437;18.24;True;0;2.1204;0.068
92623cbeebb84cd7423fac6254b414bd;0;SP;11-100;655.8157773273293;0.277;438.99;1.0;17.404;17.82;False;0;1.0347;0.2776
ef15d66d90c1b63dbf3f672d67eb3a50;2;SP;101-1000;14.566262267073057;6.4;169.0;1.0;6.682;15.94;False;0;0.1283;-2.4227
9125562ef8d65ae1d7443c3d64d4a810;0;SP;101-1000;520.7665193564037;0.55;75.0;1.0;2.914;19.72;False;0;-0.6595;-0.0472
689dcb65c9cc37f74d83b547261117f0;0;SP;>1000;269.4616561799393;0.459;115.9;1.0;6.052;13.47;False;0;-0.4865;-0.2794
d29ae0621668d3103fb590b63560b9e0;2;SC;11-100;786.5466335194737;2.65;488.99;1.0;11.03;35.87;False;0;1.6596;-0.6155
58f78889d519f0f0e53677426ce13bb2;0;SP;101-1000;343.83140447121156;0.425;619.0;1.0;17.733;15.83;False;0;1.1584;-0.1672
146d78b044ffaf06c38faf05f58e2c57;2;PR;11-100;503.3121488862006;5.5;119.9;1.0;25.79;21.33;False;0;1.6926;0.3425
af665fdb65698c6161b3f5ab956f3d2e;0;PR;11-100;667.4011869010104;1.65;59.9;1.0;8.945;12.55;False;0;-0.0672;0.2201
f27cc61c27c26b63dd0b279bb9c29ed6;4;SP;101-1000;61.336549591980834;1.75;57.9;1.0;2.419;11.43;False;1;-1.0601;-1.1472
94e9d4fb987019517b0aac56db0ae735;0;SP;101-1000;364.1641004817703;0.833;49.0;1.0;13.241;16.24;False;0;-0.4625;0.4972
102e0d3cfdd667c3bdc41494ecbf6db5;0;SP;101-1000;370.57474254555126;0.75;290.0;1.0;8.763;13.42;False;0;0.4523;-0.4596
f93c284c30e466bf61eeac67b49f1c7f;0;SP;>1000;462.92254629728916;0.3;27.99;1.0;13.296;15.1;False;0;-0.9955;1.0032
24257d104a3908bfd7b8bc9f6e1a2039;0;PR;101-1000;876.332607524382;0.15;16.9;1.0;13.999;16.79;False;0;-1.1759;1.5698
c74bd07279ff9071da02e33f07e77bed;0;MG;101-1000;518.5414426053579;0.15;24.9;1.0;14.767;14.52;False;0;-1.061;1.2468
bfee9744244eb372bb465abe96603083;0;SP;101-1000;414.95430141757555;0.15;45.0;1.0;5.085;18.23;False;0;-1.1791;0.3497
3c784c52abcec93d0e21c36b169ac4e0;4;SP;101-1000;51.64987968948594;0.3;332.0;1.0;4.072;11.07;False;0;-0.4738;-1.4411
b48ac51be3a49fb7eeaec899f9841944;3;SP;101-1000;37.450968762567925;0.85;105.0;3.0;2.296;26.64;False;1;-0.4921;-2.5895
f698a227c98dd9263f510f1cbdda7985;0;SP;11-100;546.829948730779;1.4;85.0;1.0;9.283;17.84;False;0;0.0375;0.0677
9b05e5be44c83c64626fb21d4bba7118;2;MG;101-1000;574.2341848151667;11.75;559.99;1.0;6.944;44.31;False;0;2.4019;-1.6948
2bf48cd42176ebf444935297411d7a2f;2;SP;11-100;150.8523454038029;4.45;298.0;1.0;1.59;9.27;False;0;0.7299;-1.8552
9d6d24901312270cc156d8e7639267cf;0;SP;101-1000;297.68771699216126;0.775;119.9;1.0;12.582;13.18;False;0;-0.0044;0.029
5098912c7ec347ac3b40a75fd288e440;0;MG;11-100;342.1741841587794;0.4;129.07;1.0;4.374;16.66;False;0;-0.4497;-0.3022
5ddfffa95cf4bfa61a2ffa97f3dab85f;4;SP;101-1000;17.515512660509163;0.099;29.99;1.0;7.132;7.78;False;0;-2.3154;-0.6269
b611ee40234d33164f41836bfb9d4d79;0;SP;101-1000;268.35102778192146;0.225;139.9;1.0;9.03;12.48;False;0;-0.3666;-0.0915
fefbe15ebcd87ab3fb8577e635a8b31c;4;SP;1-10 pedidos;52.28489996140079;0.325;19.9;1.0;11.96;8.29;True;0;-1.9026;0.1571
095a4047965f98a409258e1db6c99e79;2;MG;101-1000;349.70940031997344;6.55;119.99;1.0;6.924;44.64;False;0;0.8711;-0.9945
debf5eca5bc6420c20d46ad2ea4b5652;0;RJ;11-100;549.177680747595;0.15;120.0;1.0;12.997;15.59;False;0;-0.1238;0.5318
972f5a89813198a05f8dd4463d82f3fc;2;ES;101-1000;567.0912430769748;9.0;99.0;1.0;8.757;38.53;False;0;1.1815;-0.7564
c9f82228090c2fa7709d20648f66e84f;0;SP;11-100;391.0482183913734;0.3;6.0;1.0;11.664;10.96;False;0;-2.0367;1.4229
0a8c0b59c2efaacc405838782a56c156;4;SP;>1000;45.49252698316968;1.9;100.0;1.0;7.646;13.72;False;0;-0.5319;-1.2107
ca1a5d05634323c6aa39defe3db5c99f;3;SP;1-10 pedidos;20.956716188486396;0.25;150.0;2.0;6.087;15.56;False;1;-0.8197;-2.0399
af5cffe944c6ccd279106fe319875807;0;SC;101-1000;239.11992985795308;0.65;69.9;1.0;9.352;15.25;False;0;-0.6105;0.007
6e84c551c9c07b3b8b97fd837d7fb548;0;SP;11-100;879.098524342722;0.25;12.99;1.0;7.969;14.1;False;0;-1.5358;1.2746
b19b0d1dcf07ad7d58c75f45e9744ba5;4;SP;101-1000;37.2336504437204;3.7;119.9;1.0;10.18;9.65;False;0;-0.0057;-1.469
cd323a618a599ad1cedaeb75d1d5b8fd;0;SP;11-100;544.7398854804362;0.1;139.9;1.0;10.4;15.73;False;0;-0.1741;0.3364
6a9b40f0d032cca800165b175b0c6ea0;0;SP;1-10 pedidos;518.7775232043023;0.5;25.0;1.0;7.919;12.79;False;0;-1.1603;0.7041
a17e67cf367982680aa3ace732869610;0;SP;101-1000;474.96897193884297;0.2;150.0;1.0;19.188;15.8;False;0;0.2777;0.7225
7fc809c604a87ada4f484b5c0d0f2abc;2;PR;11-100;483.1363866206815;30.0;109.99;1.0;7.238;106.63;False;0;1.9736;-1.5461
2928aa9673f513fc88b34511dcc6e005;0;SP;11-100;280.1024390967023;0.207;89.49;1.0;18.344;15.38;False;0;-0.2445;0.6635
5b5494339d3f8ae69e5527c481c75f80;4;RJ;1-10 pedidos;9.287501598859802;0.12;29.9;1.0;8.664;7.63;True;0;-2.4132;-0.7879
2e320ab86de835aa42cf9e69f54f9380;2;RJ;11-100;425.94328923035454;16.2;240.0;1.0;7.888;17.93;False;0;2.0289;-1.5709
364ced4c215dfadfacf5ee28844f4c83;2;SP;101-1000;1091.8957470992686;2.6;116.6;1.0;14.118;34.18;False;0;0.9596;0.2958
16b1ede10202dd1e72ae0f96b35d08fb;0;MG;11-100;433.3950309657619;1.8;129.9;1.0;11.782;20.99;False;0;0.4629;-0.1346
7743e2bae1581bacb82f160d1c69a54c;1;RJ;101-1000;1424.056150129287;0.583;599.65;1.0;20.577;29.48;False;0;1.767;0.5431
d186bb303793c5c807a392fbd08e88f6;4;MG;1-10 pedidos;104.10203459200662;0.083;31.25;1.0;2.554;7.96;False;0;-1.9778;-0.1887
259cf2ac40cdcd26dbc85df0c2bfa7ae;4;SP;101-1000;28.86154864420108;4.083;159.9;1.0;5.134;17.93;False;0;-0.0573;-2.026
ecab7448f4b42657c66bc603971693c1;4;RJ;1-10 pedidos;50.309198471191806;2.067;138.9;1.0;8.165;13.68;False;0;-0.2273;-1.303
79a68130386b697623d584437942d0b5;0;SP;11-100;2118.566056177284;1.65;144.9;1.0;19.544;33.46;False;0;1.3081;0.9592
257a0d5445d4ae131816384009fbb954;3;PR;11-100;555.9583728602147;9.2;1037.85;3.0;12.595;112.95;False;1;3.5047;-2.7142
c67116229cd448d051b19b4999e2fffe;0;RJ;11-100;312.1404575992951;1.4;59.9;1.0;7.182;16.67;False;0;-0.4458;-0.1443
5c55ef550d5ff75bae4c1473c8dd06a5;0;SP;101-1000;345.2573015040208;0.2;39.9;1.0;15.442;14.11;False;0;-0.8265;0.9088
7f56220583170a9a779f55e555e7e986;0;SP;101-1000;551.3609553712812;0.2;35.9;1.0;8.472;15.1;False;0;-1.0569;0.7342
e39cc0368ca2a9ce8244880519c3b2ad;2;SP;101-1000;123.28767774234078;7.625;289.9;1.0;13.435;39.32;True;0;1.5095;-1.4704
833f09ddce6adfd6267b23534b9a7541;0;SP;1-10 pedidos;348.0694949602424;1.25;64.0;1.0;9.805;18.03;False;0;-0.3043;0.0615
1b4fa94977b3370291611e53694a6918;0;SP;101-1000;569.15599607491;0.433;52.11;1.0;16.227;15.11;False;0;-0.3416;0.9603
9f7474d5eab299f291d474286d5272ca;0;SP;>1000;395.0848117202771;0.25;55.0;1.0;5.864;15.27;False;1;-0.9707;0.2507
e14ff08a4c4bd0fb4ac0edeb17f47d5c;4;SP;101-1000;19.501969139886036;0.217;11.87;1.0;14.498;7.39;True;0;-2.4559;0.1564
e2fcc0343a77288cc6461dbf325986bd;3;SP;>1000;498.96034843632344;0.3;54.98;2.0;7.263;30.46;False;0;-0.4406;-0.294
7184582cfaaf35d73ad28fa85b7d8cd7;0;SP;101-1000;328.2127838823595;0.65;35.0;1.0;11.504;19.32;False;0;-0.86;0.5426
93ee9cb7db8225691be98c521eac1e28;2;SP;11-100;33.1272182028396;6.9;169.0;1.0;10.306;17.92;False;0;0.5713;-1.9202
38cea9cee434d8caeca46e5b63002eb7;0;SP;11-100;1162.8740428258939;0.5;189.0;1.0;16.454;23.25;False;0;0.7416;0.7193
32c9679b14183d04c1ffea3f6e5ae12e;2;SP;101-1000;454.07669417991104;3.775;109.99;1.0;15.461;17.51;False;0;0.9266;-0.1104
9241b8242fcfa16437e5eb1136ff9d1e;2;SP;11-100;2369.9499551307304;1.4;380.9;1.0;9.475;22.72;False;0;1.4512;0.0694
eb7ac481803eb5bc5b7cfe431a03d39a;4;SP;>1000;14.260373513806577;0.2;29.0;1.0;1.913;7.78;False;0;-2.5572;-1.046
28bc142035cc9a8ee9aa0288221ee056;4;SP;>1000;45.36241416169678;0.4;20.0;1.0;5.964;11.85;False;0;-2.1623;-0.2834
12c9b99637fcd911992b818793dfe8cc;2;MG;11-100;432.9157588489783;12.0;399.9;1.0;32.417;51.33;True;0;3.2263;-0.1859
bd5606a905192a45bc5f0b75a4e66c30;0;SP;101-1000;560.7567027058069;1.0;89.9;1.0;4.537;15.38;False;0;-0.2615;-0.1283
e9b51b55b60f8de82106bf9f1470c801;0;PR;11-100;544.7164073518304;0.25;170.3;1.0;5.944;14.53;False;0;-0.1475;-0.0727
ab34db6c283d8f91f11773a52711c317;4;RJ;11-100;21.383170513568395;0.127;168.99;1.0;6.257;8.6;False;0;-1.1767;-1.314
cba1cb073e8cf5375b9f786704de8e80;3;PR;11-100;320.7825013183048;0.32;119.8;2.0;9.736;18.0;False;1;0.0436;-0.655
c2ec4601c71af45d10781c0d50d98d63;2;SP;101-1000;98.89942089830163;10.475;129.99;1.0;12.945;21.56;False;0;1.118;-1.4101
c977e225ec57bdeb592c91bacf0f2897;4;SP;11-100;15.820988452335277;0.3;33.8;2.0;4.132;15.56;False;1;-1.9056;-1.681
4a39a614e7c288237aa03883c20965db;4;SP;101-1000;47.41248536672445;0.1;48.99;1.0;7.992;13.0;False;0;-1.6786;-0.3774
7729e4f24027d10a411f2ca08df03327;2;SP;11-100;315.3127781122781;15.2;99.0;1.0;6.727;38.44;False;0;1.2744;-1.3694
